15,-65,-169.7,0.00214,0.00257,1000
15.5,-65,-169.7,0.00288,0.00253,1000
16,-65,-169.7,0.00309,0.00249,1000
16.5,-65,-169.7,0.00357,0.00242,1000
17,-65,-169.7,0.00339,0.00244,1000
17.5,-65,-169.7,0.00332,0.00238,1000
18,-65,-169.7,0.00295,0.00244,1000
18.5,-65,-169.7,0.00255,0.00249,1000
19,-65,-169.7,0.000903,0.00253,1000
19.5,-65,-169.7,-0.000513,0.00263,1000
20,-65,-169.7,-0.0019,0.00239,1000
20.5,-65,-169.7,-0.0032,0.00249,1000
21,-65,-169.7,-0.00469,0.00253,1000
21.5,-65,-169.7,-0.00678,0.00251,1000
22,-65,-169.7,-0.00823,0.00251,1000
22.5,-65,-169.7,-0.00958,0.0025,1000
23,-65,-169.7,-0.01115,0.00247,1000
23.5,-65,-169.7,-0.01233,0.00247,1000
24,-65,-169.7,-0.01345,0.0024,1000
24.5,-65,-169.7,-0.01483,0.00239,1000
25,-65,-169.7,-0.0158,0.0024,1000
25.5,-65,-169.7,-0.01699,0.00255,1000
26,-65,-169.7,-0.01729,0.00252,1000
26.5,-65,-169.7,-0.01792,0.00244,1000
27,-65,-169.7,-0.0183,0.00246,1000
27.5,-65,-169.7,-0.01884,0.00254,1000
28,-65,-169.7,-0.01891,0.00261,1000
28.5,-65,-169.7,-0.0193,0.00252,1000
29,-65,-169.7,-0.01972,0.00248,1000
29.5,-65,-169.7,-0.01995,0.00257,1000
30,-65,-169.7,-0.01976,0.00247,1000
30.5,-65,-169.7,-0.01976,0.0026,1000
31,-65,-169.7,-0.01988,0.00241,1000
31.5,-65,-169.7,-0.01979,0.00255,1000
32,-65,-169.7,-0.01975,0.00246,1000
32.5,-65,-169.7,-0.01959,0.00256,1000
2.5,-65.5,-169.7,-0.01841,0.00265,1000
3,-65.5,-169.7,-0.01855,0.00253,1000
3.5,-65.5,-169.7,-0.01807,0.00262,1000
4,-65.5,-169.7,-0.01794,0.00249,1000
4.5,-65.5,-169.7,-0.01789,0.00252,1000
5,-65.5,-169.7,-0.01714,0.00244,1000
5.5,-65.5,-169.7,-0.0172,0.00254,1000
6,-65.5,-169.7,-0.01625,0.00254,1000
6.5,-65.5,-169.7,-0.01549,0.00258,1000
7,-65.5,-169.7,-0.0145,0.00243,1000
7.5,-65.5,-169.7,-0.0133,0.00246,1000
8,-65.5,-169.7,-0.0124,0.00247,1000
8.5,-65.5,-169.7,-0.01102,0.00256,1000
9,-65.5,-169.7,-0.00956,0.00257,1000
9.5,-65.5,-169.7,-0.008,0.00257,1000
10,-65.5,-169.7,-0.00635,0.00259,1000
10.5,-65.5,-169.7,-0.00478,0.00256,1000
11,-65.5,-169.7,-0.0033,0.00252,1000
11.5,-65.5,-169.7,-0.0015,0.00254,1000
12,-65.5,-169.7,0.000161,0.00253,1000
12.5,-65.5,-169.7,0.00173,0.00259,1000
13,-65.5,-169.7,0.00343,0.00243,1000
13.5,-65.5,-169.7,0.00501,0.00228,1000
14,-65.5,-169.7,0.00611,0.00221,1000
14.5,-65.5,-169.7,0.00707,0.00209,1000
15,-65.5,-169.7,0.00838,0.00235,1000
15.5,-65.5,-169.7,0.0091,0.00236,1000
16,-65.5,-169.7,0.01009,0.0025,1000
16.5,-65.5,-169.7,0.01006,0.00247,1000
17,-65.5,-169.7,0.00996,0.0024,1000
17.5,-65.5,-169.7,0.00948,0.0024,1000
18,-65.5,-169.7,0.00907,0.00231,1000
18.5,-65.5,-169.7,0.00771,0.00234,1000
19,-65.5,-169.7,0.00643,0.00218,1000
19.5,-65.5,-169.7,0.0053,0.00222,1000
20,-65.5,-169.7,0.00356,0.00242,1000
20.5,-65.5,-169.7,0.00179,0.00253,1000
21,-65.5,-169.7,-0.000163,0.00257,1000
21.5,-65.5,-169.7,-0.00245,0.00254,1000
22,-65.5,-169.7,-0.00458,0.00251,1000
22.5,-65.5,-169.7,-0.00706,0.00253,1000
23,-65.5,-169.7,-0.00819,0.00245,1000
23.5,-65.5,-169.7,-0.01017,0.00246,1000
24,-65.5,-169.7,-0.01178,0.0024,1000
24.5,-65.5,-169.7,-0.01307,0.0024,1000
25,-65.5,-169.7,-0.01464,0.00234,1000
25.5,-65.5,-169.7,-0.01558,0.00237,1000
26,-65.5,-169.7,-0.0165,0.00249,1000
26.5,-65.5,-169.7,-0.01716,0.00261,1000
27,-65.5,-169.7,-0.01822,0.00259,1000
27.5,-65.5,-169.7,-0.01883,0.00247,1000
28,-65.5,-169.7,-0.01895,0.00258,1000
28.5,-65.5,-169.7,-0.01948,0.00257,1000
29,-65.5,-169.7,-0.01968,0.00254,1000
