27/11/2023 10:23:50 am
Time(s)	Displacement(mm) Force(N)
461.4027	50.0000	1.5403
461.5022	50.0000	1.5402
461.6024	50.0000	1.5360
461.7026	50.0000	1.5361
461.8031	50.0000	1.5371
461.9037	50.0000	1.5380
462.0036	50.0000	1.5393
462.1036	50.0000	1.5362
462.2036	50.0000	1.5344
462.3040	50.0000	1.5395
462.4040	50.0000	1.5397
462.5039	50.0000	1.5386
462.6038	50.0000	1.5427
462.7039	50.0000	1.5356
462.8036	50.0000	1.5391
462.9038	50.0000	1.5377
463.0039	50.0000	1.5438
463.1041	50.0000	1.5369
463.2051	50.0000	1.5424
463.3061	50.0000	1.5390
463.4081	50.0000	1.5419
463.5082	50.0000	1.5403
463.6081	50.0000	1.5401
463.7084	50.0000	1.5407
463.8083	50.0000	1.5385
463.9084	50.0000	1.5381
464.0084	50.0000	1.5410
464.1083	50.0000	1.5405
464.2084	50.0000	1.5402
464.3083	50.0000	1.5392
464.4086	50.0000	1.5381
464.5083	50.0000	1.5386
464.6083	50.0000	1.5376
464.7084	50.0000	1.5408
464.8084	50.0000	1.5388
464.9084	50.0000	1.5394
465.0084	50.0000	1.5379
465.1083	50.0000	1.5415
465.2084	50.0000	1.5402
465.3084	50.0000	1.5393
465.4085	50.0000	1.5376
465.5084	50.0000	1.5353
465.6084	50.0000	1.5354
465.7084	50.0000	1.5352
465.8084	50.0000	1.5397
465.9084	50.0000	1.5431
466.0093	50.0000	1.5393
466.1098	50.0000	1.5383
466.2092	50.0000	1.5391
466.3100	50.0000	1.5360
466.4097	50.0000	1.5357
466.5093	50.0000	1.5406
466.6096	50.0000	1.5364
466.7094	50.0000	1.5359
466.8100	50.0000	1.5414
466.9101	50.0000	1.5391
467.0106	50.0000	1.5365
467.1102	50.0000	1.5361
467.2104	50.0000	1.5391
467.3106	50.0000	1.5354
467.4111	50.0000	1.5363
467.5120	50.0000	1.5371
467.6112	50.0000	1.5339
467.7121	50.0000	1.5378
467.8123	50.0000	1.5382
467.9124	50.0000	1.5347
468.0128	50.0000	1.5352
468.1132	50.0000	1.5380
468.2137	50.0000	1.5426
468.3139	50.0000	1.5390
468.4141	50.0000	1.5399
468.5135	50.0000	1.5372
468.6136	50.0000	1.5380
468.7137	50.0000	1.5404
468.8137	50.0000	1.5378
468.9140	50.0000	1.5419
469.0141	50.0000	1.5396
469.1136	50.0000	1.5307
469.2137	50.0000	1.5409
469.3137	50.0000	1.5358
469.4137	50.0000	1.5351
469.5138	50.0000	1.5400
469.6135	50.0000	1.5437
469.7135	50.0000	1.5407
469.8135	50.0000	1.5358
469.9136	50.0000	1.5412
470.0142	50.0000	1.5405
470.1141	50.0000	1.5381
470.2143	50.0000	1.5407
470.3142	50.0000	1.5384
470.4142	50.0000	1.5406
470.5153	50.0000	1.5386
470.6161	50.0000	1.5421
470.7170	50.0000	1.5414
470.8181	50.0000	1.5376
470.9202	50.0000	1.5385
471.0209	50.0000	1.5405
471.1207	50.0000	1.5385
471.2203	50.0000	1.5387
471.3202	50.0000	1.5369
471.4203	50.0000	1.5375
471.5211	50.0000	1.5367
471.6207	50.0000	1.5408
471.7202	50.0000	1.5377
471.8202	50.0000	1.5388
471.9204	50.0000	1.5290
472.0211	50.0000	1.5429
472.1212	50.0000	1.5350
472.2213	50.0000	1.5393
472.3213	50.0000	1.5367
472.4225	50.0000	1.5384
472.5227	50.0000	1.5331
472.6231	50.0000	1.5349
472.7232	50.0000	1.5370
472.8232	50.0000	1.5350
472.9232	50.0000	1.5408
473.0233	50.0000	1.5402
473.1233	50.0000	1.5330
473.2233	50.0000	1.5380
473.3235	50.0000	1.5282
473.4237	50.0000	1.5343
473.5237	50.0000	1.5387
473.6238	50.0000	1.5412
473.7240	50.0000	1.5364
473.8235	50.0000	1.5380
473.9242	50.0000	1.5429
474.0242	50.0000	1.5395
474.1241	50.0000	1.5362
474.2242	50.0000	1.5358
474.3249	50.0000	1.5388
474.4251	50.0000	1.5353
474.5251	50.0000	1.5352
474.6252	50.0000	1.5383
474.7261	50.0000	1.5298
474.8259	50.0000	1.5393
474.9255	50.0000	1.5386
475.0254	50.0000	1.5386
475.1255	50.0000	1.5364
475.2255	50.0000	1.5408
475.3261	50.0000	1.5377
475.4261	50.0000	1.5379
475.5261	50.0000	1.5373
475.6261	50.0000	1.5361
475.7254	50.0000	1.5361
475.8261	50.0000	1.5375
475.9261	50.0000	1.5354
476.0260	50.0000	1.5384
476.1261	50.0000	1.5378
476.2253	50.0000	1.5366
476.3261	50.0000	1.5392
476.4259	50.0000	1.5375
476.5261	50.0000	1.5375
476.6261	50.0000	1.5378
476.7261	50.0000	1.5449
476.8261	50.0000	1.5394
476.9257	50.0000	1.5379
477.0261	50.0000	1.5363
477.1261	50.0000	1.5387
477.2261	50.0000	1.5397
477.3260	50.0000	1.5367
477.4260	50.0000	1.5394
477.5259	50.0000	1.5348
477.6261	50.0000	1.5344
477.7261	50.0000	1.5376
477.8261	50.0000	1.5351
477.9255	50.0000	1.5383
478.0261	50.0000	1.5362
478.1260	50.0000	1.5335
478.2256	50.0000	1.5341
478.3257	50.0000	1.5383
478.4258	50.0000	1.5339
478.5261	50.0000	1.5392
478.6258	50.0000	1.5363
478.7261	50.0000	1.5361
478.8260	50.0000	1.5358
478.9261	50.0000	1.5353
479.0262	50.0000	1.5401
479.1263	50.0000	1.5342
479.2271	50.0000	1.5357
479.3271	50.0000	1.5404
479.4271	50.0000	1.5357
479.5262	50.0000	1.5376
479.6268	50.0000	1.5363
479.7271	50.0000	1.5382
479.8279	50.0000	1.5333
479.9278	50.0000	1.5401
480.0275	50.0000	1.5347
480.1276	50.0000	1.5367
480.2286	50.0000	1.5363
480.3282	50.0000	1.5363
480.4290	50.0000	1.5335
480.5302	50.0000	1.5380
480.6295	50.0000	1.5382
480.7294	50.0000	1.5366
480.8296	50.0000	1.5410
480.9295	50.0000	1.5376
481.0298	50.0000	1.5357
481.1300	50.0000	1.5380
481.2302	50.0000	1.5358
481.3312	50.0000	1.5383
481.4308	50.0000	1.5410
481.5312	50.0000	1.5364
481.6314	50.0000	1.5379
481.7317	50.0000	1.5370
481.8313	50.0000	1.5351
481.9326	50.0000	1.5373
482.0328	50.0000	1.5382
482.1333	50.0000	1.5355
482.2338	50.0000	1.5369
482.3334	50.0000	1.5396
482.4334	50.0000	1.5352
482.5342	50.0000	1.5380
482.6343	50.0000	1.5375
482.7355	50.0000	1.5369
482.8362	50.0000	1.5378
482.9362	50.0000	1.5372
483.0381	50.0000	1.5358
483.1376	50.0000	1.5349
483.2376	50.0000	1.5389
483.3374	50.0000	1.5366
483.4377	50.0000	1.5345
483.5377	50.0000	1.5387
483.6373	50.0000	1.5388
483.7382	50.0000	1.5373
483.8379	50.0000	1.5386
483.9373	50.0000	1.5382
484.0384	50.0000	1.5344
484.1385	50.0000	1.5371
484.2395	50.0000	1.5405
484.3412	50.0000	1.5345
484.4405	50.0000	1.5400
484.5408	50.0000	1.5320
484.6418	50.0000	1.5321
484.7415	50.0000	1.5408
484.8417	50.0000	1.5352
484.9414	50.0000	1.5401
485.0432	50.0000	1.5409
485.1425	50.0000	1.5405
485.2430	50.0000	1.5370
485.3429	50.0000	1.5353
485.4426	50.0000	1.5384
485.5441	50.0000	1.5374
485.6438	50.0000	1.5387
485.7437	50.0000	1.5388
485.8439	50.0000	1.5409
485.9435	50.0000	1.5358
486.0438	50.0000	1.5362
486.1437	50.0000	1.5382
486.2440	50.0000	1.5348
486.3438	50.0000	1.5336
486.4438	50.0000	1.5368
486.5435	50.0000	1.5384
486.6439	50.0000	1.5392
486.7440	50.0000	1.5414
486.8438	50.0000	1.5419
486.9439	50.0000	1.5341
487.0441	50.0000	1.5359
487.1442	50.0000	1.5342
487.2439	50.0000	1.5427
487.3440	50.0000	1.5377
487.4438	50.0000	1.5386
487.5434	50.0000	1.5388
487.6435	50.0000	1.5338
487.7443	50.0000	1.5359
487.8453	50.0000	1.5372
487.9462	50.0000	1.5361
488.0458	50.0000	1.5364
488.1462	50.0000	1.5314
488.2462	50.0000	1.5322
488.3463	50.0000	1.5383
488.4464	50.0000	1.5408
488.5482	50.0000	1.5332
488.6481	50.0000	1.5341
488.7480	50.0000	1.5371
488.8480	50.0000	1.5392
488.9494	50.0000	1.5415
489.0499	50.0000	1.5370
489.1496	50.0000	1.5396
489.2497	50.0000	1.5393
489.3504	50.0000	1.5386
489.4511	50.0000	1.5367
489.5508	50.0000	1.5422
489.6512	50.0000	1.5396
489.7513	50.0000	1.5382
489.8516	50.0000	1.5340
489.9520	50.0000	1.5376
490.0525	50.0000	1.5443
490.1524	50.0000	1.5333
490.2528	50.0000	1.5351
490.3527	50.0000	1.5372
490.4528	50.0000	1.5407
490.5534	50.0000	1.5331
490.6535	50.0000	1.5396
490.7538	50.0000	1.5302
490.8550	50.0000	1.5314
490.9547	50.0000	1.5394
491.0548	50.0000	1.5385
491.1549	50.0000	1.5320
491.2554	50.0000	1.5355
491.3559	50.0000	1.5375
491.4561	50.0000	1.5385
491.5558	50.0000	1.5366
491.6560	50.0000	1.5290
491.7561	50.0000	1.5371
491.8562	50.0000	1.5319
491.9562	50.0000	1.5348
492.0561	50.0000	1.5384
492.1562	50.0000	1.5348
492.2562	50.0000	1.5373
492.3562	50.0000	1.5393
492.4561	50.0000	1.5363
492.5562	50.0000	1.5384
492.6555	50.0000	1.5376
492.7557	50.0000	1.5372
492.8556	50.0000	1.5285
492.9561	50.0000	1.5343
493.0561	50.0000	1.5410
493.1558	50.0000	1.5385
493.2560	50.0000	1.5370
493.3562	50.0000	1.5384
493.4561	50.0000	1.5400
493.5559	50.0000	1.5390
493.6563	50.0000	1.5358
493.7563	50.0000	1.5362
493.8562	50.0000	1.5385
493.9562	50.0000	1.5399
494.0555	50.0000	1.5375
494.1558	50.0000	1.5350
494.2562	50.0000	1.5354
494.3554	50.0000	1.5380
494.4563	50.0000	1.5371
494.5557	50.0000	1.5369
494.6562	50.0000	1.5389
494.7563	50.0000	1.5368
494.8558	50.0000	1.5413
