4/12/2023 4:40:20 pm
Time(s)	Displacement(mm)	Force(N)
0.0000	-258.7030	1.1698
0.1628	-258.2020	1.1814
0.2636	-258.2070	1.1851
0.3636	-258.2070	1.1855
0.4644	-258.2070	1.1798
0.5640	-258.2070	1.1824
0.6639	-258.2070	1.1838
0.7643	-258.2080	1.1798
0.8641	-258.2080	1.1802
0.9638	-258.2080	1.1816
1.0649	-258.2080	1.1829
1.1652	-258.2080	1.1834
1.2662	-258.2080	1.1803
1.3663	-258.2080	1.1819
1.4664	-258.2080	1.1784
1.5664	-258.2080	1.1809
1.6661	-258.2080	1.1820
1.7666	-258.2080	1.1841
1.8671	-258.2080	1.1798
1.9667	-258.2080	1.1802
2.0670	-258.2080	1.1781
2.1675	-258.2080	1.1810
2.2680	-258.2080	1.1747
2.3675	-258.2080	1.1778
2.4677	-258.2080	1.1812
2.5684	-258.2080	1.1787
2.6685	-258.2080	1.1805
2.7690	-258.2080	1.1813
2.8692	-258.2080	1.1796
2.9693	-258.2080	1.1820
3.0691	-258.2080	1.1822
3.1688	-258.2080	1.1804
3.2688	-258.2080	1.1779
3.3688	-258.2080	1.1817
3.4693	-258.2080	1.1833
3.5692	-258.2080	1.1833
3.6693	-258.2080	1.1825
3.7690	-258.2080	1.1859
3.8694	-258.2080	1.1846
3.9691	-258.2080	1.1854
4.0686	-258.2080	1.1819
4.1702	-258.2080	1.1843
4.2700	-258.2080	1.1859
4.3705	-258.2080	1.1824
4.4708	-258.2080	1.1847
4.5705	-258.2080	1.1845
4.6710	-258.2080	1.1832
4.7722	-258.2080	1.1804
4.8722	-258.2080	1.1847
4.9723	-258.2080	1.1827
5.0722	-258.2080	1.1810
5.1721	-258.2080	1.1842
5.2738	-258.2080	1.1838
5.3736	-258.2080	1.1804
5.4750	-258.2080	1.1807
5.5763	-258.2080	1.1846
5.6762	-258.2080	1.1840
5.7764	-258.2080	1.1847
5.8769	-258.2080	1.1845
5.9765	-258.0590	1.1965
6.0984	-258.0010	1.1775
6.1980	-258.0000	1.1882
6.2976	-258.0000	1.1876
6.3985	-258.0000	1.1893
6.5004	-258.0000	1.1852
6.6001	-258.0000	1.1880
6.7003	-258.0000	1.1848
6.7999	-258.0000	1.1867
6.9001	-258.0000	1.1856
6.9995	-258.0000	1.1871
7.1011	-258.0000	1.1853
7.2009	-258.0000	1.1857
7.3009	-258.0000	1.1853
7.4009	-258.0000	1.1889
7.5015	-258.0000	1.1846
7.6025	-258.0000	1.1851
7.7032	-258.0000	1.1888
7.8031	-258.0000	1.1868
7.9031	-258.0000	1.1865
8.0026	-258.0000	1.1866
8.1031	-258.0000	1.1894
8.2031	-258.0000	1.1864
8.3044	-258.0000	1.1871
8.4041	-258.0000	1.1892
8.5039	-258.0000	1.1874
8.6039	-258.0000	1.1873
8.7038	-258.0000	1.1844
8.8035	-258.0000	1.1870
8.9051	-258.0000	1.1835
9.0051	-258.0000	1.1855
9.1063	-258.0000	1.1861
9.2064	-258.0000	1.1886
9.3061	-258.0000	1.1844
9.4062	-258.0000	1.1886
9.5065	-258.0000	1.1863
9.6068	-258.0000	1.1880
9.7065	-258.0000	1.1883
9.8069	-258.0000	1.1873
9.9080	-258.0000	1.1881
10.0082	-258.0000	1.1875
10.1085	-258.0000	1.1879
10.2092	-258.0000	1.1889
10.3086	-258.0000	1.1859
10.4098	-258.0000	1.1887
10.5101	-258.0000	1.1839
10.6099	-258.0000	1.1862
10.7111	-258.0000	1.1849
10.8110	-258.0000	1.1867
10.9108	-258.0000	1.1879
11.0106	-258.0000	1.1847
11.1108	-258.0000	1.1841
11.2108	-258.0000	1.1853
11.3108	-258.0000	1.1887
11.4105	-258.0000	1.1858
11.5112	-258.0000	1.1864
11.6108	-258.0000	1.1872
11.7109	-258.0000	1.1873
11.8122	-258.0000	1.1847
11.9131	-258.0000	1.1836
12.0135	-258.0000	1.1824
12.1138	-258.0000	1.1835
12.2155	-258.0000	1.1887
12.3147	-258.0000	1.1883
12.4160	-258.0000	1.1861
12.5161	-258.0000	1.1864
12.6162	-258.0000	1.1879
12.7159	-258.0000	1.1849
12.8157	-258.0000	1.1859
12.9160	-258.0000	1.1877
13.0161	-258.0000	1.1922
13.1158	-258.0000	1.1896
13.2156	-258.0000	1.1882
13.3159	-258.0000	1.1915
13.4156	-258.0000	1.1858
13.5163	-258.0000	1.1830
13.6160	-258.1480	1.1781
13.7357	-258.5620	1.1731
13.8374	-259.2130	1.1712
13.9372	-259.8930	1.1680
14.0373	-260.0000	1.1683
14.1368	-260.0000	1.1526
14.2378	-260.0000	1.1557
14.3378	-260.0000	1.1540
14.4378	-260.0000	1.1533
14.5385	-260.0000	1.1550
14.6385	-260.0000	1.1542
14.7376	-260.0000	1.1560
14.8388	-260.0000	1.1538
14.9387	-260.0000	1.1524
15.0393	-260.0000	1.1531
15.1388	-260.0000	1.1592
15.2401	-260.0000	1.1582
15.3415	-260.0000	1.1562
15.4409	-260.0000	1.1594
15.5420	-260.0000	1.1567
15.6430	-260.0000	1.1560
15.7431	-260.0000	1.1539
15.8429	-260.0000	1.1549
15.9441	-260.0000	1.1531
16.0453	-260.0000	1.1512
16.1454	-260.0000	1.1527
16.2448	-260.0000	1.1554
16.3462	-260.0000	1.1544
16.4472	-260.0000	1.1591
16.5472	-260.0000	1.1568
16.6468	-260.0000	1.1560
16.7475	-260.0000	1.1547
16.8474	-260.0000	1.1558
16.9472	-260.0000	1.1573
17.0469	-260.0000	1.1537
17.1481	-260.0000	1.1554
17.2481	-260.0000	1.1582
17.3482	-260.0000	1.1531
17.4481	-260.0000	1.1559
17.5477	-260.0000	1.1542
17.6477	-260.0000	1.1550
17.7495	-260.0000	1.1576
17.8490	-260.0000	1.1570
17.9496	-260.0000	1.1583
18.0502	-260.0000	1.1549
18.1512	-260.0000	1.1556
18.2509	-260.0000	1.1577
18.3513	-260.0000	1.1577
18.4510	-260.0000	1.1566
18.5509	-260.0000	1.1586
18.6507	-260.0000	1.1558
18.7509	-260.0000	1.1547
18.8506	-260.0000	1.1566
18.9506	-260.0000	1.1613
19.0525	-260.0000	1.1591
19.1522	-260.0000	1.1548
19.2523	-260.0000	1.1573
19.3530	-260.0000	1.1576
19.4530	-260.0000	1.1584
19.5530	-260.0000	1.1585
19.6530	-260.0000	1.1590
19.7532	-260.0000	1.1585
19.8532	-260.0000	1.1589
19.9531	-260.0000	1.1565
20.0533	-260.0000	1.1561
20.1530	-260.0000	1.1574
20.2533	-260.0000	1.1574
20.3543	-260.0000	1.1616
20.4545	-260.0000	1.1572
20.5545	-260.0000	1.1566
20.6540	-260.0000	1.1559
20.7537	-260.0000	1.1539
20.8536	-260.0000	1.1527
20.9546	-260.0000	1.1575
21.0565	-260.0000	1.1580
21.1560	-260.0000	1.1578
21.2558	-260.0000	1.1577
21.3575	-260.0000	1.1596
21.4582	-260.0000	1.1598
21.5580	-260.0000	1.1584
21.6595	-260.0000	1.1564
21.7591	-260.0000	1.1586
21.8590	-260.0000	1.1599
21.9601	-260.0000	1.1578
22.0606	-260.0000	1.1588
22.1608	-260.0000	1.1573
22.2617	-260.0000	1.1585
22.3623	-260.0000	1.1576
22.4625	-260.0000	1.1602
22.5622	-260.0000	1.1604
22.6632	-260.0000	1.1570
22.7641	-260.0000	1.1612
22.8647	-260.0000	1.1600
22.9648	-260.0000	1.1564
23.0670	-260.0000	1.1572
23.1661	-260.0000	1.1576
23.2659	-260.0000	1.1567
23.3656	-260.0000	1.1562
23.4673	-260.0000	1.1554
23.5673	-260.0000	1.1586
23.6682	-260.0000	1.1588
23.7681	-260.0000	1.1577
23.8692	-260.0000	1.1586
23.9687	-260.0000	1.1569
24.0691	-260.0000	1.1552
24.1696	-260.0000	1.1592
24.2692	-260.0000	1.1583
24.3687	-260.0000	1.1574
24.4694	-260.0000	1.1564
24.5705	-260.0000	1.1593
24.6710	-260.0000	1.1592
24.7707	-260.0000	1.1583
24.8713	-260.0000	1.1580
24.9719	-260.0000	1.1612
25.0727	-260.0000	1.1571
25.1727	-260.0000	1.1554
25.2733	-260.0000	1.1552
25.3728	-260.0000	1.1548
25.4732	-260.0000	1.1503
25.5726	-260.0000	1.1548
25.6742	-260.0000	1.1583
25.7757	-260.0000	1.1585
25.8758	-260.0000	1.1621
25.9778	-260.0000	1.1642
26.0782	-260.0000	1.1613
26.1780	-260.0000	1.1591
26.2792	-260.0000	1.1597
26.3797	-260.0000	1.1560
26.4797	-260.0000	1.1595
26.5802	-260.0000	1.1570
26.6811	-260.0000	1.1571
26.7810	-260.0000	1.1570
26.8810	-260.0000	1.1573
26.9817	-260.1380	1.1549
27.1034	-260.5500	1.1382
27.2030	-261.2020	1.1493
27.3034	-261.8850	1.1398
27.4029	-262.5350	1.1302
27.5034	-263.2180	1.1183
27.6032	-263.8680	1.1130
27.7039	-264.5540	1.1021
27.8043	-265.2380	1.0953
27.9037	-265.8870	1.0868
28.0042	-266.5710	1.0808
28.1054	-267.2200	1.0832
28.2057	-267.9040	1.0824
28.3067	-268.5870	1.0781
28.4074	-269.2370	1.0765
