Time(s),Displacement(mm),Force(N)
0.0,-216.137,3.3461174207600592
0.1286,-216.584,3.376849728864817
0.2303,-217.271,3.374019121539379
0.3301,-217.955,3.37887159124013
0.4298,-218.604,3.3825109435156935
0.5296,-219.288,3.3812978260905058
0.6303,-219.938,3.378669405002599
0.73,-220.622,3.3831175022282873
0.8298,-221.271,3.3760409839146917
0.9307,-221.955,3.378062846290005
1.0313,-222.604,3.3750300527270354
1.131,-223.287,3.3750300527270354
1.2315,-223.971,3.371390700451472
1.3309,-224.62,3.3726038178766595
1.4308,-225.27,3.374019121539379
1.531,-225.956,3.378265032527536
1.6306,-226.605,3.37887159124013
1.7317,-227.289,3.3804890811403805
1.8321,-227.973,3.376849728864817
1.9323,-228.622,3.379680336190255
2.0319,-229.305,3.37422130777691
2.1321,-229.955,3.3794781499527238
2.2317,-230.638,3.3794781499527238
2.3322,-231.288,3.3790737774776614
2.4323,-231.971,3.375434425202098
2.5321,-232.621,3.3766475426272855
2.6318,-233.304,3.372401631639128
2.732,-233.954,3.3750300527270354
2.8321,-234.637,3.3790737774776614
2.9319,-235.287,3.374019121539379
3.0326,-235.97,3.3758387976771607
3.1322,-236.62,3.373210376589254
3.2318,-237.304,3.3756366114396292
3.332,-237.953,3.3764453563897545
3.4327,-238.636,3.3760409839146917
3.5327,-239.286,3.372401631639128
3.6328,-239.97,3.378265032527536
3.733,-240.619,3.3750300527270354
3.8338,-241.302,3.3709863279764094
3.934,-241.986,3.378062846290005
4.0348,-242.636,3.374827866489504
4.1349,-243.319,3.378062846290005
4.2349,-243.969,3.3734125628267853
4.3355,-244.652,3.3774562875774112
4.4349,-245.302,3.3790737774776614
4.5349,-245.985,3.3845328058910065
4.6349,-246.634,3.3756366114396292
4.7349,-247.318,3.3730081903517224
4.8349,-247.968,3.3758387976771607
4.9349,-248.651,3.375232238964567
5.0357,-249.301,3.375232238964567
5.1361,-249.986,3.376849728864817
5.237,-250.67,3.3685600931260335
5.3368,-251.319,3.367346975700846
5.4375,-252.003,3.378062846290005
5.5373,-252.653,3.37422130777691
5.637,-253.336,3.370784141738878
5.7372,-253.985,3.370784141738878
5.8373,-254.67,3.368155720650971
5.9371,-255.319,3.368155720650971
6.0374,-256.003,3.377658473814942
6.1369,-256.652,3.3758387976771607
6.2374,-257.335,3.362292319762563
6.3373,-257.985,3.3671447894633144
6.4374,-258.668,3.380286894902849
6.5374,-259.318,3.368155720650971
6.637,-260.001,3.368357906888502
6.7372,-260.651,3.3685600931260335
6.8371,-261.334,3.3687622793635654
6.9374,-261.984,3.3665382307507206
7.0373,-262.667,3.3657294858005957
7.1373,-263.316,3.368155720650971
7.2374,-264.0,3.3738169353018477
7.3373,-264.649,3.3618879472875007
7.4374,-265.333,3.3624945060000946
7.537,-265.983,3.362898878475157
7.6372,-266.666,3.36330325095022
7.7374,-267.316,3.3600682711497187
7.8374,-267.999,3.367346975700846
7.9373,-268.683,3.358652967487
8.0371,-269.332,3.3598660849121877
8.1369,-269.982,3.3568332913492185
8.2372,-270.665,3.3616857610499697
8.3375,-271.315,3.348745841847966
8.4373,-271.998,3.353193939073655
8.5373,-272.648,3.348139283135372
8.6374,-273.331,3.352385194123529
8.7374,-273.981,3.347330538185247
8.838,-274.664,3.3471283519477155
8.9389,-275.348,3.338636529971401
9.0399,-275.997,3.336008108883494
9.1398,-276.681,3.3356037364084314
9.2413,-277.365,3.3289315905698986
9.342,-278.014,3.32913377680743
9.4431,-278.698,3.3206419548311152
9.5432,-279.347,3.3222594447313654
9.6438,-280.033,3.3222594447313654
9.7451,-280.716,3.313767622755051
9.845,-281.366,3.3062867319663924
9.9457,-282.049,3.2941555577145145
10.0464,-282.733,3.2955708613772337
10.1468,-283.383,3.2854615495006687
10.2471,-284.066,3.278991589899667
10.348,-284.75,3.2646363670349445
10.4487,-285.399,3.260997014759381
10.5483,-286.083,3.244013370806752
10.6485,-286.732,3.233095313980061
10.7483,-287.382,3.2185379048778078
10.848,-288.068,3.203576123300491
10.9491,-288.751,3.190434017860957
11.0488,-289.401,3.1849749894476114
11.1494,-290.084,3.146559604316664
11.2501,-290.734,3.136450292440099
11.3509,-291.417,3.1095595228484356
11.4524,-292.101,3.0810512633565224
11.5526,-292.75,3.0491058378265765
11.6527,-293.436,3.0203953920971314
11.753,-294.086,2.982384379441247
11.8533,-294.769,2.9385099658969542
11.9533,-295.419,2.898274904628225
12.0531,-296.105,2.851772069996026
12.153,-296.754,2.7937446198245417
12.2529,-297.438,2.733493121040214
12.3535,-298.087,2.6675804076050094
12.453,-298.771,2.5879190300176766
12.5548,-299.42,2.508662024905406
12.6548,-300.106,2.4118148171279126
12.7545,-300.79,2.3147654231128874
12.854,-301.44,2.192644935643981
12.9539,-302.089,2.0717375656002623
13.0546,-302.775,1.9178738388389414
13.1539,-303.458,1.7609773185146513
13.2543,-304.108,1.5725397451354777
13.3539,-304.757,1.368533831466394
13.4549,-305.441,1.145724597706899
13.5559,-306.124,0.8921830558426463
13.6567,-306.773,0.5988108251847272
13.7569,-307.457,0.2799631285978638
13.8574,-308.107,-0.08154586410810424
13.9571,-308.79,-0.5022954244107437
14.0573,-309.474,-0.9592363212314862
14.1575,-310.123,-1.4756199718864316
14.2575,-310.773,-2.054883542413612
14.3574,-311.459,-2.715628166665907
14.4576,-312.142,-3.465739107907037
14.5578,-312.792,-4.326850293552853
14.6576,-313.441,-5.300377027266072
14.758,-314.125,-6.422106273089736
14.8587,-314.808,-7.718322241902913
14.9591,-315.492,-9.1961014520192
15.0594,-316.003,-9.80346890956323
15.1599,-316.002,-8.936696509266538
15.2599,-316.002,-8.468635369381575
15.3597,-316.002,-8.168590992885122
15.4597,-316.002,-7.954273581101942
15.5595,-316.001,-7.785043700288243
15.6595,-316.001,-7.642704589066207
15.7599,-316.001,-7.528469364861022
15.861,-316.001,-7.425758756195119
15.9624,-316.001,-7.343671143757411
16.0621,-316.001,-7.272905960621455
16.1639,-316.001,-7.194659886696841
16.2634,-316.001,-7.11681818524729
16.3633,-316.001,-7.06566506715187
16.4633,-316.001,-7.019162232519671
16.5631,-316.001,-6.968009114424252
16.6633,-316.001,-6.914429761478457
16.763,-316.001,-6.880664659810729
16.8639,-316.001,-6.8396208535918745
16.9632,-316.001,-6.810303849149836
17.063,-316.001,-6.768451297980857
