Time(s),Displacement(mm),Force(N)
0.0,-276.6,2.928198467782858
0.1448,-276.6,2.929411585208046
0.2458,-276.6,2.9298159576831084
0.3457,-276.6,2.9308268888707647
0.4456,-276.6,2.9178869696687615
0.5466,-276.6,2.9352749860964535
0.6464,-276.6,2.925570046694951
0.747,-276.6,2.9326465650085467
0.8463,-276.6,2.9253678604574196
0.9467,-276.6,2.9162694797685114
1.0473,-276.6,2.924356929269763
1.1478,-276.6,2.927794095307795
1.2478,-276.6,2.9286028402579207
1.348,-276.6,2.927187536595201
1.4477,-276.6,2.926176605407545
1.5476,-276.6,2.931029075108296
1.648,-276.6,2.920919763231731
1.7477,-276.6,2.932444378771015
1.8477,-276.6,2.9279962815453264
1.9478,-276.6,2.9304225163957023
2.0477,-276.6,2.921526321944325
2.1476,-276.6,2.9286028402579207
2.2476,-276.6,2.923750370557169
2.348,-276.6,2.929411585208046
2.4482,-276.6,2.9219306944193875
2.548,-276.6,2.928198467782858
2.6481,-276.6,2.92698535035767
2.748,-276.6,2.91768478343123
2.8477,-276.6,2.9259744191700134
2.9478,-276.6,2.9233459980821066
3.0476,-276.6,2.9247613017448257
3.1492,-276.6,2.927187536595201
3.2493,-276.6,2.9306247026332333
3.3508,-276.6,2.929411585208046
3.4515,-276.6,2.9259744191700134
3.5526,-276.6,2.927794095307795
3.6524,-276.6,2.929007212732983
3.7541,-276.6,2.9235481843196376
3.8545,-276.6,2.928400654020389
3.9544,-276.6,2.929411585208046
4.055,-276.6,2.9306247026332333
4.1546,-276.6,2.926176605407545
4.2556,-276.6,2.920919763231731
4.3562,-276.6,2.93001814392064
4.4562,-276.6,2.932444378771015
4.5567,-276.6,2.9407340145097987
4.6573,-276.6,2.927187536595201
4.7575,-276.6,2.928400654020389
4.8576,-276.6,2.9320400062959524
4.9577,-276.6,2.929613771445577
5.0576,-276.6,2.928198467782858
5.1573,-276.6,2.930220330158171
5.2579,-276.6,2.9320400062959524
5.3578,-276.6,2.9257722329324825
5.4581,-276.6,2.9247613017448257
5.558,-276.6,2.916673852243574
5.6583,-276.6,2.9251656742198886
5.7597,-276.6,2.9188979008564178
5.8595,-276.6,2.914651989868261
5.9596,-276.6,2.9385099658969542
6.06,-276.6,2.9308268888707647
6.1608,-276.6,2.918089155906293
6.2618,-276.6,2.928805026495452
6.362,-276.6,2.928805026495452
6.4615,-276.6,2.9304225163957023
6.5615,-276.6,2.9195044595690116
6.6617,-276.6,2.93001814392064
6.7621,-276.6,2.929411585208046
6.8618,-276.6,2.925570046694951
6.9615,-276.6,2.9253678604574196
7.0617,-276.6,2.9401274557972044
7.1614,-276.6,2.9110126375926972
7.262,-276.6,2.9364881035216412
7.3614,-276.6,2.926176605407545
7.4621,-276.6,2.9235481843196376
7.5621,-276.6,2.921526321944325
7.6619,-276.6,2.9389143383720167
7.7619,-276.6,2.9366902897591727
7.8618,-276.6,2.926176605407545
7.9614,-276.6,2.924963487982357
8.0623,-276.6,2.928400654020389
8.1614,-276.6,2.935679358571516
8.2624,-276.6,2.924963487982357
8.3635,-276.6,2.9263787916450763
8.4634,-276.6,2.9407340145097987
8.5636,-276.6,2.924963487982357
8.6642,-276.6,2.9314334475833586
8.764,-276.6,2.9279962815453264
8.8642,-276.6,2.928805026495452
8.9638,-276.6,2.932242192533484
9.0639,-276.6,2.944979925497956
9.1642,-276.6,2.9308268888707647
9.2643,-276.6,2.932444378771015
9.3643,-276.6,2.9267831641201387
9.4646,-276.6,2.9423515044100492
9.5649,-276.6,2.931231261345827
9.6663,-276.6,2.9239525567947005
9.7657,-276.6,2.9443733667853618
9.8657,-276.6,2.934264054908797
9.9656,-276.6,2.9239525567947005
10.066,-276.6,2.931837820058421
10.1657,-276.6,2.9265809778826073
10.2657,-276.6,2.9308268888707647
10.3659,-276.6,2.9199088320440745
10.4657,-276.6,2.9253678604574196
10.5657,-276.6,2.9241547430322314
10.6674,-276.6,2.924356929269763
10.7679,-276.6,2.93001814392064
10.8674,-276.6,2.939723083322142
10.968,-276.6,2.924963487982357
11.0679,-276.6,2.923750370557169
11.1678,-276.6,2.939116524609548
11.2679,-276.6,2.9110126375926972
11.3675,-276.6,2.9506411401488326
11.4691,-276.6,2.9233459980821066
11.5693,-276.6,2.9395208970846105
11.6698,-276.6,2.9100017064050405
11.7709,-276.6,2.9377012209468294
11.8704,-276.6,2.9253678604574196
11.9715,-276.6,2.942149318172518
12.0719,-276.6,2.9188979008564178
12.1721,-276.433,2.962570128163179
12.2928,-276.069,2.9184935283813553
12.3937,-276.0,2.9480127190609253
12.4939,-276.0,2.9728816262772755
12.5943,-276.0,2.9502367676737697
12.6938,-276.0,2.953471747474271
12.7941,-276.0,2.9474061603483315
12.8942,-276.0,2.953471747474271
12.9946,-276.0,2.9639854318258982
13.095,-276.0,2.9417449456974554
13.1954,-276.0,2.9643898043009607
13.2953,-276.0,2.953067374999208
13.3962,-276.0,2.9613570107379914
13.4956,-276.0,2.9405318282722672
13.5962,-276.0,2.95953733460021
13.6957,-276.0,2.953673933711802
13.7956,-276.0,2.947608346585863
13.8956,-276.0,2.977734095978027
13.9957,-276.0,2.9474061603483315
14.0968,-276.0,2.94558648421055
14.1968,-276.0,2.952460816286614
14.2984,-276.0,2.953673933711802
14.3988,-276.0,2.947001787873269
14.4985,-276.0,2.9512476988614265
14.5991,-276.0,2.944979925497956
14.6989,-276.0,2.936892475996704
14.7989,-276.0,2.9520564438115513
14.8997,-276.0,2.971061950139494
15.0006,-276.0,2.9457886704480813
15.1008,-276.0,2.9443733667853618
15.2019,-276.0,2.961559196975523
15.3019,-276.0,2.9472039741108
15.4024,-276.0,2.950438953911301
15.5018,-276.0,2.9457886704480813
15.6019,-276.0,2.9520564438115513
15.7021,-276.0,2.948619277773519
15.8016,-276.0,2.9546848648994586
15.9023,-276.0,2.955089237374521
16.0023,-276.0,2.9508433263863636
16.1016,-276.0,2.9552914236120524
16.2015,-276.0,2.948619277773519
16.3039,-276.0,2.943766808072768
16.4044,-276.0,2.9488214640110506
16.5038,-276.0,2.9518542575740203
16.6047,-276.0,2.963783245588367
16.7061,-276.0,2.9502367676737697
16.8064,-276.0,2.9457886704480813
16.9054,-276.0,2.9542804924243957
17.0066,-276.0,2.962570128163179
17.1069,-276.0,2.9417449456974554
17.2068,-276.0,2.9528651887616766
17.3067,-276.0,2.94558648421055
17.4069,-276.0,2.950438953911301
17.508,-276.0,2.9506411401488326
17.608,-276.0,2.953067374999208
17.7077,-276.0,2.9514498850989574
17.8089,-276.0,2.9532695612367394
17.9094,-276.0,2.953673933711802
18.0104,-276.0,2.9593351483626784
18.1104,-276.163,2.9540783061868647
18.2318,-276.578,2.896657414727975
18.3316,-277.228,2.922132880656919
18.4331,-277.912,2.887356847801535
18.5327,-278.562,2.8697666451363117
18.6327,-279.246,2.8463130415826803
18.7335,-279.892,2.8582420295970272
18.8326,-280.001,2.8562201672217147
18.9334,-280.001,2.8448977379199616
19.0334,-280.001,2.8434824342572425
19.1334,-280.001,2.8404496406942727
19.2343,-280.001,2.847121786532806
19.3341,-280.001,2.8562201672217147
19.4345,-280.001,2.820433203178674
19.5351,-280.001,2.842067130594523
19.6358,-280.0,2.8343840535683333
19.7374,-280.0,2.8475261590078684
19.8382,-280.0,2.842067130594523
19.938,-280.0,2.833170936143146
20.0378,-280.0,2.851772069996026
20.138,-280.0,2.8529851874212135
20.2379,-280.0,2.8244769279293
20.3377,-280.0,2.852580814946151
20.438,-280.0,2.8347884260433966
20.5379,-280.0,2.8384277783189598
20.6379,-280.0,2.837416847131303
20.738,-280.0,2.821848506841393
20.8379,-280.0,2.8550070497965265
20.9375,-280.0,2.827307535254738
21.0377,-280.0,2.8267009765421443
21.1379,-280.0,2.843886806732305
21.238,-280.0,2.862285754347653
21.3404,-280.0,2.8234659967416436
21.4398,-280.0,2.855815794746652
21.5405,-280.0,2.8408540131693356
21.6398,-280.0,2.8347884260433966
21.7405,-280.0,2.8634988717728413
21.8405,-280.0,2.8228594380290497
21.9406,-280.0,2.847121786532806
22.0406,-280.0,2.886345916613878
22.1414,-280.0,2.8513676975209634
22.241,-280.0,2.8153785472403916
22.341,-280.0,2.818006968328298
22.4409,-280.0,2.8226572517915183
22.541,-280.0,2.8610726369224655
22.6414,-280.0,2.839843081981679
22.7424,-280.0,2.8428758755446486
22.8421,-280.0,2.8705753900864366
22.942,-280.0,2.8347884260433966
23.042,-280.0,2.8475261590078684
23.142,-280.0,2.839640895744148
23.2427,-280.0,2.841460571881929
23.343,-280.0,2.8400452682192103
23.4431,-280.0,2.8501545800957753
23.5433,-280.0,2.8402474544567418
23.6433,-280.0,2.8426736893071167
23.7432,-280.0,2.83377749485574
23.8428,-280.0,2.8448977379199616
23.9428,-280.0,2.845908669107618
24.0431,-280.0,2.8362037297061153
24.143,-280.0,2.853389559896276
24.2429,-280.0,2.835192798518459
24.3429,-280.0,2.8665316653358106
24.4431,-280.0,2.8184113408033613
24.5435,-280.0,2.8594551470222154
24.6446,-280.0,2.848537090195525
24.745,-280.0,2.8645098029604976
24.8451,-280.0,2.836608102181178
24.9446,-280.0,2.849952393858244
25.0459,-280.0,2.8483349039579937
25.1458,-280.0,2.8410561994068666
25.2461,-280.0,2.8624879405851846
25.3458,-280.0,2.823668182979175
25.4455,-280.0,2.8541983048464012
25.5463,-280.0,2.835799357231053
25.6459,-280.0,2.8515698837584944
25.7456,-280.0,2.841864944356992
25.8464,-280.0,2.8479305314829313
25.9456,-280.0,2.8473239727703374
26.0456,-280.0,2.866329479098279
26.1458,-280.0,2.8234659967416436
26.2458,-280.0,2.857231098409371
26.3459,-280.0,2.829935956342645
26.4458,-280.0,2.8515698837584944
26.5476,-280.0,2.859657333259747
26.6479,-280.0,2.8376190333688345
26.7489,-280.0,2.8604660782098716
26.8489,-280.0,2.8329687499056146
26.9497,-280.0,2.841864944356992
27.0501,-280.0,2.8675425965234673
27.1496,-280.0,2.825285672879425
27.2504,-280.0,2.846919600295274
27.3503,-280.0,2.8491436489081186
27.4498,-280.0,2.8355971709935215
27.5499,-280.0,2.8303403288177074
27.6505,-280.0,2.8562201672217147
27.7502,-280.0,2.822050693078924
27.8509,-280.0,2.8382255920814283
27.9517,-280.0,2.846919600295274
28.0524,-280.0,2.8495480213831814
28.1523,-280.0,2.8440889929698363
28.2516,-280.0,2.8408540131693356
28.3528,-280.0,2.853389559896276
