Time(s),Displacement(mm),Force(N)
0.0,-266.962,2.975914419840245
0.1215,-267.343,3.003209561906971
0.2214,-268.029,3.0066467279450033
0.3227,-268.712,3.004018306857096
0.4235,-269.362,3.0076576591326596
0.5239,-270.048,3.0076576591326596
0.6241,-270.732,3.0058379829948776
0.7236,-271.381,2.9977505334936256
0.8244,-272.031,3.001389885769189
0.925,-272.717,3.0157451086339115
1.0251,-273.366,3.015340736158849
1.1248,-274.05,3.014329804971193
1.225,-274.699,3.0151385499213177
1.3256,-275.385,3.0296959590235715
1.4261,-276.068,3.039198712187543
1.5261,-276.718,3.043848995650763
1.6264,-277.402,3.0412205745628555
1.7269,-278.051,3.0456686717885444
1.8269,-278.735,3.0577998460404223
1.9268,-279.418,3.056991101090297
2.0281,-280.067,3.060832639603392
2.1279,-280.717,3.0766031661308335
2.2275,-281.403,3.0923736926582754
2.3293,-282.087,3.090351830282962
2.4287,-282.736,3.0893408990953057
2.529,-283.42,3.093586810083463
2.6287,-284.069,3.1093573366109046
2.7285,-284.753,3.1146141787867183
2.8302,-285.402,3.1188600897748757
2.9299,-286.086,3.126340980563534
3.0294,-286.735,3.1380677823403493
3.1298,-287.421,3.153838308867791
3.2312,-288.105,3.1520186327300093
3.3307,-288.754,3.165160738169544
3.4303,-289.438,3.170619766582889
3.5309,-290.087,3.190029645385894
3.6306,-290.771,3.188007783010581
3.7303,-291.42,3.1962974187493645
3.8306,-292.069,3.206608916863461
3.9306,-292.756,3.223996933291153
4.0319,-293.439,3.2252100507163406
4.1319,-294.089,3.2318821965548734
4.2314,-294.772,3.2411827634813135
4.3313,-295.422,3.2411827634813135
4.4318,-296.105,3.244013370806752
4.5315,-296.755,3.2442155570442828
4.6324,-297.438,3.239969646056126
4.7338,-298.122,3.222986002103496
4.835,-298.771,3.212067945276806
4.9358,-299.455,3.1890187141982373
5.0358,-300.139,3.1714285115330143
5.1372,-300.788,3.133013126402067
5.2371,-301.472,3.0865102917698675
5.3368,-302.121,3.024439116847758
5.4371,-302.805,2.950438953911301
5.5382,-303.454,2.849952393858244
5.6378,-304.137,2.739558708166153
5.739,-304.821,2.6053070464453683
5.8401,-305.471,2.4366837243442627
5.9412,-306.154,2.2336887418628355
6.0421,-306.837,1.9837865522741462
6.143,-307.487,1.683944362015225
6.243,-308.173,1.3347687297986663
6.3429,-308.822,0.9109863759330574
6.4428,-309.506,0.41401260408111706
6.5442,-310.19,-0.1705078086218771
6.6451,-310.873,-0.8652197207794308
6.7461,-311.523,-1.678614954367859
6.8462,-312.172,-2.628688084527447
