Time(s),Displacement(mm),Force(N)
0.0,-266.952,3.147166163029258
0.1366,-267.47,3.1554557987680414
0.2377,-268.119,3.1441333694662883
0.3381,-268.803,3.1204775796751263
0.4379,-269.486,3.1123901301738743
0.5383,-270.136,3.088734340382712
0.6388,-270.82,3.0747834899930515
0.7403,-271.503,3.058406404753016
0.8405,-272.153,3.059417335940673
0.9398,-272.802,3.0531495625772025
1.0417,-273.488,3.0418271332754494
1.1434,-274.171,3.0582042185154847
1.2433,-274.821,3.0646741781164866
1.3436,-275.505,3.0717506964300827
1.4435,-276.154,3.0612370120784544
1.5436,-276.84,3.0731660000928014
1.6455,-277.523,3.0751878624681144
1.7449,-278.173,3.088734340382712
1.8456,-278.857,3.079635959693803
1.9453,-279.506,3.085701546819742
2.0452,-280.19,3.1014720733471837
2.1464,-280.839,3.1123901301738743
2.2466,-281.523,3.1154229237368436
2.3475,-282.206,3.1194666484874696
2.4475,-282.856,3.120275393437595
2.5477,-283.539,3.1356415474899735
2.6488,-284.223,3.151816446492478
2.7495,-284.872,3.1501989565922277
2.8492,-285.556,3.1718328840080767
2.949,-286.206,3.180729078459454
3.0503,-286.889,3.1837618720224237
3.1501,-287.538,3.196095232511833
3.2511,-288.225,3.2053957994382727
3.3511,-288.874,3.2260187956664654
3.4509,-289.558,3.234106245167718
3.552,-290.241,3.247450536844784
3.6519,-290.891,3.2460352331820643
3.7524,-291.574,3.2711063266359464
3.852,-292.224,3.2771719137618853
3.9519,-292.907,3.2834396871253557
4.0533,-293.556,3.297390537515015
4.1536,-294.24,3.30588235949133
4.2529,-294.889,3.319428837405927
4.3529,-295.573,3.3196310236434585
4.4529,-296.257,3.3281228456197733
4.5546,-296.906,3.3341884327457123
4.6539,-297.589,3.327920659382242
4.7542,-298.239,3.3190244649308647
4.8545,-298.923,3.311745760379738
4.9537,-299.572,3.293953371476983
5.0549,-300.256,3.269893209210758
5.1555,-300.939,3.249472399220097
5.255,-301.589,3.2134832489395246
5.3551,-302.272,3.161723572131512
5.4551,-302.922,3.085701546819742
5.5555,-303.605,2.99835709220622
5.6567,-304.255,2.90211644314132
5.757,-304.939,2.7696844575583173
5.8568,-305.588,2.6073289088206812
5.9588,-306.271,2.4134323070281627
6.0603,-306.955,2.178087526541727
6.1609,-307.638,1.8837043646961515
6.2616,-308.288,1.541200878318126
6.3609,-308.972,1.1238884840535184
6.4619,-309.621,0.6370240240781432
6.5629,-310.305,0.06139980582652638
6.6629,-310.988,-0.6248202843547127
6.7638,-311.637,-1.4277018335915128
6.8641,-312.321,-2.3789880811762893
6.9657,-312.971,-3.487979594035481
7.0655,-313.654,-4.764381311570591
7.1652,-314.303,-6.219717849320903
7.2651,-314.99,-7.8744100172770795
7.3652,-315.639,-9.73209716771468
7.4656,-316.323,-11.897511771674926
7.5653,-316.806,-13.33626903794767
7.6656,-316.801,-13.17775502772313
7.7657,-316.801,-13.073426929156978
7.8652,-316.801,-13.010547009284743
7.9667,-316.801,-12.957169842576478
8.0661,-316.8,-12.914508546457375
8.1659,-316.8,-12.887213404390648
8.2668,-316.8,-12.860322634798985
8.3677,-316.8,-12.835655913820165
8.4677,-316.8,-12.809169516703566
8.5686,-316.8,-12.799060204827
8.6691,-316.8,-12.787535589287717
8.769,-316.8,-12.764081985734087
8.8696,-316.8,-12.756601094945427
8.9697,-316.8,-12.743661175743425
9.0706,-316.8,-12.734158422579453
9.1705,-316.8,-12.720409758427325
9.2705,-316.8,-12.71353542635126
9.371,-316.8,-12.700393320911726
9.4707,-316.8,-12.690890567747756
9.5701,-316.8,-12.682600932008972
9.6702,-316.8,-12.676333158645502
9.7704,-316.8,-12.662584494493373
9.8717,-316.8,-12.657125466080027
9.9724,-316.8,-12.649644575291369
10.0735,-316.8,-12.640950567077523
10.1733,-316.8,-12.651059878954088
10.2728,-316.8,-12.63569372490171
10.3735,-316.8,-12.629830324013302
10.4747,-316.8,-12.626190971737739
10.5758,-316.8,-12.616081659861171
10.6749,-316.8,-12.606578906697202
10.7749,-316.8,-12.606983279172265
10.8761,-316.8,-12.60961170026017
10.9769,-316.8,-12.602332995709045
11.0777,-316.8,-12.593234615020137
11.1784,-316.8,-12.58919089026951
11.2785,-316.8,-12.579283764630476
11.3783,-316.8,-12.574431294929724
11.4786,-316.8,-12.572611618791942
11.5787,-316.8,-12.570387570179099
11.678,-316.8,-12.569578825228973
11.7784,-316.8,-12.56128918949019
11.8779,-316.8,-12.558660768402284
11.978,-316.8,-12.558054209689688
12.0784,-316.8,-12.547136152862999
12.179,-316.8,-12.54289024187484
12.2794,-316.8,-12.547742711575593
12.3791,-316.8,-12.54127275197459
12.4789,-316.8,-12.535409351086184
12.5791,-316.8,-12.53480279237359
12.679,-316.8,-12.534398419898526
12.779,-316.8,-12.525906597922212
12.8798,-316.8,-12.523884735546899
12.9797,-316.8,-12.525300039209618
13.0797,-316.8,-12.518223520896022
13.1798,-316.8,-12.52246943188418
13.2805,-316.8,-12.51640384475824
13.381,-316.8,-12.505890160406611
13.481,-316.8,-12.507507650306865
13.5818,-316.8,-12.507305464069331
13.6817,-316.8,-12.50528360169402
13.7819,-316.8,-12.501644249418456
13.8829,-316.8,-12.49598303476758
13.9838,-316.8,-12.49760052466783
14.0829,-316.8,-12.496993965955236
14.1839,-316.8,-12.496589593480172
14.2848,-316.8,-12.489715261404108
14.3849,-316.8,-12.489513075166577
14.4859,-316.8,-12.493354613679672
14.5862,-316.8,-12.48668246784114
14.6862,-316.8,-12.477179714677169
14.7863,-316.8,-12.48364967427817
14.886,-316.8,-12.474146921114198
14.9878,-316.8,-12.477381900914699
15.0873,-316.8,-12.476168783489513
15.1877,-316.8,-12.47758408715223
15.287,-316.8,-12.47758408715223
15.3879,-316.8,-12.475360038539387
15.4886,-316.8,-12.472327244976418
15.5883,-316.8,-12.471720686263822
15.6882,-316.8,-12.470507568838636
15.7895,-316.8,-12.461409188149727
15.8908,-316.8,-12.462824491812446
15.9899,-316.8,-12.465452912900354
16.0905,-316.8,-12.452310807460819
16.1918,-316.8,-12.45878076706182
16.2916,-316.8,-12.454737042311194
16.3909,-316.8,-12.448267082710192
16.4924,-316.8,-12.454130483598599
16.5926,-316.8,-12.452917366173413
16.6926,-316.8,-12.450086758847974
16.7927,-316.8,-12.452917366173413
16.8928,-316.8,-12.439977446971408
16.9924,-316.8,-12.436540280933375
17.0919,-316.8,-12.44017963320894
17.1922,-316.8,-12.447053965285004
17.292,-316.8,-12.431283438757564
17.392,-316.8,-12.43269874242028
17.4937,-316.8,-12.430676880044969
17.5934,-316.8,-12.431283438757564
17.6932,-316.8,-12.415108539755058
17.7929,-316.8,-12.42602659658175
17.8936,-316.8,-12.42299380301878
17.9929,-316.8,-12.412682304904681
18.0936,-316.8,-12.415917284705184
18.1941,-316.8,-12.417736960842966
18.2958,-316.8,-12.41692821589284
18.3974,-316.8,-12.422185058068655
18.4972,-316.8,-12.409649511341714
18.5971,-316.8,-12.417736960842966
18.6989,-316.8,-12.412884491142215
18.7991,-316.8,-12.410256070054306
18.8991,-316.8,-12.404190482928367
18.9997,-316.8,-12.411469187479495
19.1009,-316.8,-12.40782983520393
19.2021,-316.8,-12.403988296690837
19.3025,-316.8,-12.4011576893654
19.4027,-316.8,-12.402168620553056
19.5027,-316.8,-12.398933640752555
19.6025,-316.8,-12.401562061840462
19.7037,-316.8,-12.395496474714522
19.8046,-316.8,-12.391452749963896
19.9048,-316.8,-12.390239632538707
20.0044,-316.8,-12.390239632538707
